,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
402,419,419,22973,Choice and competition.,119,38_2012,11,11,36970,36994,,"{""O"": 4}",O,Choice and competition.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,2081.28,2082.8,clip_419
403,420,420,22974,"We would rather have 50 million future seniors determine how their Medicare is delivered to them instead of 15 bureaucrats deciding what, if, when, where they get it.",119,38_2012,12,12,36994,37161,,"{""Claim"": 31, ""O"": 1}",Claim,"We would rather have 50 million future seniors determine how their Medicare is delivered to them instead of 15 bureaucrats deciding what, if, when, where they get it.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2082.8,2091.36,clip_420
404,421,421,22975,"BIDEN: You know, I heard that death panel argument from Sarah Palin.",121,38_2012,0,0,37208,37277,,"{""O"": 15}",O," You know, I heard that death panel argument from Sarah Palin.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,2092.6,2095.16,clip_421
405,422,422,22976,It seems every vice presidential debate I hear this kind of stuff about panels.,121,38_2012,1,1,37277,37357,,"{""O"": 15}",O,It seems every vice presidential debate I hear this kind of stuff about panels.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,2095.16,2098.84,clip_422
406,423,423,22977,But let's talk about Medicare.,121,38_2012,2,2,37357,37388,,"{""O"": 7}",O,But let's talk about Medicare.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,2098.84,2100.8,clip_423
407,424,424,22978,"What we did is, we saved $716 billion and put it back, applied it to Medicare.",121,38_2012,3,3,37388,37467,,"{""Claim"": 19, ""O"": 1}",Claim,"What we did is, we saved $716 billion and put it back, applied it to Medicare.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2100.8,2108.04,clip_424
408,425,425,22979,We cut the cost of Medicare.,121,38_2012,4,4,37467,37496,,"{""Premise"": 6, ""O"": 1}",Premise,We cut the cost of Medicare.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2108.04,2110.04,clip_425
409,426,426,22980,"We stopped overpaying insurance companies, doctors and hospitals.",121,38_2012,5,5,37496,37562,,"{""Premise"": 9, ""O"": 1}",Premise,"We stopped overpaying insurance companies, doctors and hospitals.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2110.04,2114.8,clip_426
410,427,427,22981,The AMA supported what we did.,121,38_2012,6,6,37562,37593,,"{""Premise"": 6, ""O"": 1}",Premise,The AMA supported what we did.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2114.8,2116.84,clip_427
411,428,428,22982,AARP endorsed what we did.,121,38_2012,7,7,37593,37620,,"{""Premise"": 5, ""O"": 1}",Premise,AARP endorsed what we did.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2116.84,2119.08,clip_428
412,429,429,22983,And it extends the life of Medicare to 2024.,121,38_2012,8,8,37620,37665,,"{""O"": 2, ""Claim"": 8}",Claim,And it extends the life of Medicare to 2024.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2119.08,2123.2,clip_429
413,430,430,22984,They want to wipe this all out.,121,38_2012,9,9,37665,37697,,"{""Claim"": 7, ""O"": 1}",Claim,They want to wipe this all out.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2123.2,2125.32,clip_430
414,431,431,22985,It also gave more benefits.,121,38_2012,10,10,37698,37726,,"{""Claim"": 5, ""O"": 1}",Claim,It also gave more benefits.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2125.32,2126.72,clip_431
415,432,432,22986,"Any senior out there, ask yourself: Do you have more benefits today?",121,38_2012,11,11,37726,37795,,"{""O"": 15}",O,"Any senior out there, ask yourself: Do you have more benefits today?",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,2126.72,2130.96,clip_432
416,433,433,22987,You do.,121,38_2012,12,12,37795,37803,,"{""Claim"": 2, ""O"": 1}",Claim,You do.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2130.96,2131.52,clip_433
417,434,434,22988,"If you're near the donut hole, you have $800 -- $600 more to help your prescription drug costs.",121,38_2012,13,13,37803,37899,,"{""Premise"": 22, ""O"": 1}",Premise,"If you're near the donut hole, you have $800 -- $600 more to help your prescription drug costs.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2131.52,2136.56,clip_434
418,435,435,22989,You get wellness visits without co-pays.,121,38_2012,14,14,37899,37940,,"{""Premise"": 6, ""O"": 1}",Premise,You get wellness visits without co-pays.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2136.56,2138.72,clip_435
419,436,436,22990,"They wipe all of this out, and Medicare goes -- becomes insolvent in 2016, number one.",121,38_2012,15,15,37940,38027,,"{""Claim"": 15, ""O"": 4}",Claim,"They wipe all of this out, and Medicare goes -- becomes insolvent in 2016, number one.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2138.72,2144.16,clip_436
420,437,437,22991,"Number two, ""guaranteed benefit""?",121,38_2012,16,16,38028,38062,,"{""O"": 4, ""Claim"": 4}",O,"Number two, ""guaranteed benefit""?",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Mixed,2144.16,2146.28,clip_437
421,438,438,22992,It's a voucher.,121,38_2012,17,17,38062,38078,,"{""Claim"": 4, ""O"": 1}",Claim,It's a voucher.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2146.28,2147.16,clip_438
422,439,439,22993,"When they first proposed -- when the congressman had his first voucher program, the CBO said it would cost $6,400 a year, Martha, more for every senior, 55 and below, when they got there.",121,38_2012,18,18,38078,38266,,"{""Premise"": 40, ""O"": 1}",Premise,"When they first proposed -- when the congressman had his first voucher program, the CBO said it would cost $6,400 a year, Martha, more for every senior, 55 and below, when they got there.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2147.16,2162.6,clip_439
423,440,440,22994,"He knew that, yet he got all the guys in Congress and women in the Republican Party to vote for it.",121,38_2012,19,19,38266,38366,,"{""Premise"": 22, ""O"": 1}",Premise,"He knew that, yet he got all the guys in Congress and women in the Republican Party to vote for it.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2162.6,2168.84,clip_440
424,441,441,22995,"Governor Romney, knowing that, said, I would sign it, were I there.",121,38_2012,20,20,38366,38434,,"{""Premise"": 16, ""O"": 1}",Premise,"Governor Romney, knowing that, said, I would sign it, were I there.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2168.84,2174.0,clip_441
425,442,442,22996,"Who you believe, the AMA, me, a guy who's fought his whole life for this, or somebody who would actually put in motion a plan that knowingly cut -- added $6,400 a year more to the cost of Medicare?",121,38_2012,21,21,38435,38633,,"{""Premise"": 46}",Premise,"Who you believe, the AMA, me, a guy who's fought his whole life for this, or somebody who would actually put in motion a plan that knowingly cut -- added $6,400 a year more to the cost of Medicare?",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2174.0,2189.52,clip_442
426,443,443,22997,"Now they got a new plan: ""Trust me, it's not going to cost you any more.""",121,38_2012,22,22,38634,38708,,"{""O"": 1, ""Premise"": 21}",Premise,"Now they got a new plan: ""Trust me, it's not going to cost you any more.""",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2189.52,2193.4,clip_443
427,444,444,22998,"Folks, follow your instincts on this one.",121,38_2012,23,23,38708,38750,,"{""O"": 3, ""Premise"": 6}",Premise,"Folks, follow your instincts on this one.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2193.4,2195.8,clip_444
428,445,445,22999,"And with regard to Social Security, we will not -- we will not privatize it.",121,38_2012,24,24,38751,38828,,"{""O"": 2, ""Claim"": 15}",Claim,"And with regard to Social Security, we will not -- we will not privatize it.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2195.8,2201.12,clip_445
429,446,446,23000,"If we had listened to Romney, Governor Romney, and the congressman during the Bush years, imagine where all those seniors would be now if their money had been in the market.",121,38_2012,25,25,38828,39002,,"{""Premise"": 34, ""O"": 1}",Premise,"If we had listened to Romney, Governor Romney, and the congressman during the Bush years, imagine where all those seniors would be now if their money had been in the market.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2201.12,2210.88,clip_446
430,447,447,23001,"Their ideas are old and their ideas are bad, and they eliminate the guarantee of Medicare.",121,38_2012,26,26,39003,39094,,"{""Claim"": 14, ""O"": 4}",Claim,"Their ideas are old and their ideas are bad, and they eliminate the guarantee of Medicare.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2210.88,2217.48,clip_447
431,449,449,23003,"They got caught with their hands in the cookie jar, turning Medicare into a piggybank for Obamacare.",122,38_2012,1,1,39122,39223,,"{""Claim"": 18, ""O"": 1}",Claim,"They got caught with their hands in the cookie jar, turning Medicare into a piggybank for Obamacare.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2218.24,2224.56,clip_449
432,450,450,23004,Their own actuary from the administration came to Congress and said one out of six hospitals and nursing homes are going to go out of business as a result of this.,122,38_2012,2,2,39223,39387,,"{""Premise"": 31, ""O"": 1}",Premise,Their own actuary from the administration came to Congress and said one out of six hospitals and nursing homes are going to go out of business as a result of this.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,2224.56,2233.4,clip_450
433,451,451,23005,BIDEN: That's not what they said.,123,38_2012,0,0,39388,39422,,"{""O"": 3, ""Claim"": 6}",Claim, That's not what they said.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2233.4,2234.36,clip_451
434,452,452,23006,RYAN: 7.4 million seniors are projected to lose their current Medicare Advantage coverage they have.,124,38_2012,0,0,39423,39524,,"{""O"": 3, ""Premise"": 14}",Premise, 7.4 million seniors are projected to lose their current Medicare Advantage coverage they have.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,2234.36,2239.36,clip_452
435,453,453,23007,"That's a $3,200 benefit cut.",124,38_2012,1,1,39524,39553,,"{""Premise"": 7, ""O"": 1}",Premise,"That's a $3,200 benefit cut.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,2239.36,2241.04,clip_453
436,454,454,23008,BIDEN: That didn't happen.,125,38_2012,0,0,39554,39581,,"{""O"": 3, ""Claim"": 4}",Claim, That didn't happen.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2241.04,2241.56,clip_454
437,455,455,23009,RYAN: What we're saying...,126,38_2012,0,0,39582,39609,,"{""O"": 7}",O, What we're saying...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,2241.56,2241.76,clip_455
438,456,456,23010,BIDEN: More people signed up.,127,38_2012,0,0,39610,39640,,"{""O"": 3, ""Premise"": 4}",Premise, More people signed up.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2241.76,2242.72,clip_456
439,457,457,23011,RYAN: These are from your own actuaries.,128,38_2012,0,0,39641,39682,,"{""O"": 3, ""Premise"": 6}",Premise, These are from your own actuaries.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,2242.72,2244.48,clip_457
440,458,458,23012,BIDEN: More -- more -- more people signed up for Medicare Advantage after the change.,129,38_2012,0,0,39683,39769,,"{""O"": 7, ""Premise"": 10}",Premise, More -- more -- more people signed up for Medicare Advantage after the change.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Premise,2244.48,2248.12,clip_458
441,459,459,23013,RYAN: What -- there's...,130,38_2012,0,0,39770,39795,,"{""O"": 7}",O, What -- there's...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,2248.12,2248.6,clip_459
442,460,460,23014,BIDEN: Nobody is... (CROSSTALK),131,38_2012,0,0,39796,39828,,"{""O"": 8}",O, Nobody is... (CROSSTALK),BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,2248.6,2249.48,clip_460
443,461,461,23015,"RYAN: Mr. Vice President, I know...",132,38_2012,0,0,39830,39866,,"{""O"": 9}",O," Mr. Vice President, I know...",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,2249.48,2251.4,clip_461
444,462,462,23016,"BIDEN: No, this is... (CROSSTALK)",133,38_2012,0,0,39867,39901,,"{""O"": 10}",O," No, this is... (CROSSTALK)",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,2251.4,2253.4,clip_462
445,463,463,23017,"RYAN: Mr. Vice President, I know you're under a lot of duress to make up for lost ground, but I think people would be better served if we don't keep interrupting each other.",134,38_2012,0,0,39903,40077,,"{""O"": 39}",O," Mr. Vice President, I know you're under a lot of duress to make up for lost ground, but I think people would be better served if we don't keep interrupting each other.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,2253.4,2259.92,clip_463
446,464,464,23018,"BIDEN: Well, don't take all the four minutes then.",135,38_2012,0,0,40078,40129,,"{""O"": 13}",O," Well, don't take all the four minutes then.",BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,2259.92,2262.16,clip_464
447,465,465,23019,RYAN: Let me just -- let me just say this.,136,38_2012,0,0,40130,40173,,"{""O"": 12}",O, Let me just -- let me just say this.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,2262.16,2264.24,clip_465
448,466,466,23020,We are not -- we're saying don't change benefits for people 55 and above.,136,38_2012,1,1,40173,40247,,"{""O"": 5, ""Claim"": 12}",Claim,We are not -- we're saying don't change benefits for people 55 and above.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2264.24,2266.32,clip_466
449,467,467,23021,They already organized their retirement around these promises.,136,38_2012,2,2,40247,40310,,"{""Premise"": 8, ""O"": 1}",Premise,They already organized their retirement around these promises.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,2266.32,2270.12,clip_467
450,469,469,23023,RYAN: ... programs for those of us.,137,38_2012,0,0,40324,40360,,"{""O"": 9}",O, ... programs for those of us.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,2271.04,2272.32,clip_469
451,470,470,23024,RYAN: Hundred percent coverage...,139,38_2012,0,0,40580,40614,,"{""O"": 6}",O, Hundred percent coverage...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,2281.48,2282.4,clip_470
452,471,471,23025,RYAN: That's what we're saying.,141,38_2012,0,0,40650,40682,,"{""O"": 9}",O, That's what we're saying.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,2283.0,2284.24,clip_471
453,472,472,23026,So we're saying...,141,38_2012,1,1,40682,40701,,"{""O"": 2, ""Claim"": 3}",Claim,So we're saying...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2284.24,2285.72,clip_472
454,473,473,23027,RYAN: ... income adjusts (inaudible) these premium support payments by taking down the subsidies for wealthy people.,143,38_2012,0,0,40737,40854,,"{""O"": 4, ""Claim"": 17}",Claim, ... income adjusts (inaudible) these premium support payments by taking down the subsidies for wealthy people.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2286.84,2290.32,clip_473
455,474,474,23028,"Look, this is a plan -- by the way, that $6,400 number, it was misleading then, it's totally inaccurate now.",143,38_2012,1,1,40854,40963,,"{""O"": 12, ""Claim"": 15}",Claim,"Look, this is a plan -- by the way, that $6,400 number, it was misleading then, it's totally inaccurate now.",RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2290.32,2296.92,clip_474
456,475,475,23029,This is a plan that's bipartisan.,143,38_2012,2,2,40963,40997,,"{""Claim"": 7, ""O"": 1}",Claim,This is a plan that's bipartisan.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Claim,2296.92,2298.92,clip_475
457,476,476,23030,It's a plan I put together with a prominent Democrat senator from Oregon.,143,38_2012,3,3,40997,41071,,"{""Premise"": 14, ""O"": 1}",Premise,It's a plan I put together with a prominent Democrat senator from Oregon.,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,Premise,2298.92,2302.36,clip_476
458,477,477,23031,BIDEN: There's not one Democrat who endorses it.,144,38_2012,0,0,41073,41122,,"{""O"": 3, ""Claim"": 8}",Claim, There's not one Democrat who endorses it.,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,Claim,2302.36,2304.32,clip_477
459,478,478,23032,RYAN: It's a plan...,145,38_2012,0,0,41123,41144,,"{""O"": 7}",O, It's a plan...,RYAN,Candidate,TRAIN,11 Oct 2012,2012,Paul D. Ryan,O,2304.32,2304.68,clip_478
460,479,479,23033,BIDEN: Not one Democrat who (inaudible).,146,38_2012,0,0,41145,41186,,"{""O"": 10}",O, Not one Democrat who (inaudible).,BIDEN,Candidate,TRAIN,11 Oct 2012,2012,Joseph(Joe) R. Biden,O,2304.68,2306.44,clip_479
