,Unnamed: 0,Unnamed: 0.1,Text,Part,Document,Order,Sentence,Start,End,Annotator,Tag,Component,Speech,Speaker,SpeakerType,Set,Date,Year,Name,MainTag,NewBegin,NewEnd,idClip
294,294,6318,"But in that tolerance also, no one would ever propose, not in a McCain-Palin administration, to do anything to prohibit, say, visitations in a hospital or contracts being signed, negotiated between parties.",73,34_2008,2,2,38063,38270,,"{""Claim"": 38, ""O"": 1}",Claim,"But in that tolerance also, no one would ever propose, not in a McCain-Palin administration, to do anything to prohibit, say, visitations in a hospital or contracts being signed, negotiated between parties.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,2189.24,2203.88,clip_294
295,295,6319,"But I will tell Americans straight up that I don't support defining marriage as anything but between one man and one woman, and I think through nuances we can go round and round about what that actually means.",73,34_2008,3,3,38270,38480,,"{""O"": 9, ""Claim"": 32}",Claim,"But I will tell Americans straight up that I don't support defining marriage as anything but between one man and one woman, and I think through nuances we can go round and round about what that actually means.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,2203.88,2215.36,clip_295
296,296,6320,But I'm being as straight up with Americans as I can in my non- support for anything but a traditional definition of marriage.,73,34_2008,4,4,38480,38607,,"{""O"": 2, ""Claim"": 23}",Claim,But I'm being as straight up with Americans as I can in my non- support for anything but a traditional definition of marriage.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,2215.36,2222.56,clip_296
297,297,6321,BIDEN: No.,75,34_2008,0,0,38682,38693,,"{""O"": 3, ""Claim"": 1}",O, No.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,O,2226.76,2227.4,clip_297
298,298,6322,Barack Obama nor I support redefining from a civil side what constitutes marriage.,75,34_2008,1,1,38693,38776,,"{""Claim"": 13, ""O"": 1}",Claim,Barack Obama nor I support redefining from a civil side what constitutes marriage.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,2227.4,2234.52,clip_298
299,299,6323,We do not support that.,75,34_2008,2,2,38776,38800,,"{""Claim"": 5, ""O"": 1}",Claim,We do not support that.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,2234.52,2236.28,clip_299
300,300,6324,"That is basically the decision to be able to be able to be left to faiths and people who practice their faiths the determination what you call it.The bottom line though is, and I'm glad to hear the governor, I take her at her word, obviously, that she think there should be no civil rights distinction, none whatsoever, between a committed gay couple and a committed heterosexual couple.",75,34_2008,3,3,38800,39188,,"{""Premise"": 28, ""O"": 7, ""Claim"": 41}",Claim,"That is basically the decision to be able to be able to be left to faiths and people who practice their faiths the determination what you call it.The bottom line though is, and I'm glad to hear the governor, I take her at her word, obviously, that she think there should be no civil rights distinction, none whatsoever, between a committed gay couple and a committed heterosexual couple.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Mixed,2236.28,2254.8,clip_300
301,301,6325,"If that's the case, we really don't have a difference.",75,34_2008,4,4,39188,39243,,"{""Claim"": 13, ""O"": 1}",Claim,"If that's the case, we really don't have a difference.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,2254.8,2257.36,clip_301
302,302,6326,PALIN: Your question to him was whether he supported gay marriage and my answer is the same as his and it is that I do not.,77,34_2008,0,0,39277,39401,,"{""O"": 3, ""Claim"": 25}",Claim, Your question to him was whether he supported gay marriage and my answer is the same as his and it is that I do not.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,2258.36,2265.68,clip_302
303,303,6327,"PALIN: I am very thankful that we do have a good plan and the surge and the counterinsurgency strategy in Iraq that has proven to work, I am thankful that that is part of the plan implemented under a great American hero, General Petraeus, and pushed hard by another great American, Senator John McCain.I know that the other ticket opposed this surge, in fact, even opposed funding for our troops in Iraq and Afghanistan.",80,34_2008,0,0,39685,40106,,"{""O"": 4, ""Claim"": 78}",Claim," I am very thankful that we do have a good plan and the surge and the counterinsurgency strategy in Iraq that has proven to work, I am thankful that that is part of the plan implemented under a great American hero, General Petraeus, and pushed hard by another great American, Senator John McCain.I know that the other ticket opposed this surge, in fact, even opposed funding for our troops in Iraq and Afghanistan.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,2284.56,2312.96,clip_303
304,304,6328,Barack Obama voted against funding troops there after promising that he would not do so.,80,34_2008,1,1,40106,40195,,"{""Premise"": 15, ""O"": 1}",Premise,Barack Obama voted against funding troops there after promising that he would not do so.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Premise,2312.96,2319.0,clip_304
305,305,6329,"PALIN: And Senator Biden, I respected you when you called him out on that.",81,34_2008,0,0,40197,40272,,"{""O"": 7, ""Claim"": 10}",Claim," And Senator Biden, I respected you when you called him out on that.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,2319.0,2322.52,clip_305
306,306,6330,You said that his vote was political and you said it would cost lives.,81,34_2008,1,1,40272,40343,,"{""Premise"": 14, ""O"": 1}",Premise,You said that his vote was political and you said it would cost lives.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Premise,2322.52,2326.96,clip_306
307,307,6331,And Barack Obama at first said he would not do that.,81,34_2008,2,2,40343,40396,,"{""Premise"": 11, ""O"": 1}",Premise,And Barack Obama at first said he would not do that.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Premise,2326.96,2330.0,clip_307
308,308,6332,He turned around under political pressure and he voted against funding the troops.,81,34_2008,3,3,40396,40479,,"{""Claim"": 6, ""O"": 2, ""Premise"": 6}",Claim,He turned around under political pressure and he voted against funding the troops.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,2330.0,2334.28,clip_308
309,309,6333,We do have a plan for withdrawal.,81,34_2008,4,4,40479,40513,,"{""Claim"": 7, ""O"": 1}",Claim,We do have a plan for withdrawal.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,2334.28,2336.04,clip_309
310,310,6334,We don't need early withdrawal out of Iraq.,81,34_2008,5,5,40513,40557,,"{""Claim"": 9, ""O"": 1}",Claim,We don't need early withdrawal out of Iraq.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,2336.04,2338.48,clip_310
311,311,6335,We cannot afford to lose there or we're going to be no better off in the war in Afghanistan either.,81,34_2008,6,6,40557,40657,,"{""Claim"": 22, ""O"": 1}",Claim,We cannot afford to lose there or we're going to be no better off in the war in Afghanistan either.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,2338.48,2343.76,clip_311
312,312,6336,We have got to win in Iraq.And with the surge that has worked we're now down to presurge numbers in Iraq.,81,34_2008,7,7,40657,40763,,"{""Claim"": 7, ""Premise"": 15, ""O"": 1}",Premise,We have got to win in Iraq.And with the surge that has worked we're now down to presurge numbers in Iraq.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,2343.76,2352.0,clip_312
313,313,6337,That's where we can be.,81,34_2008,8,8,40763,40787,,"{""Claim"": 6, ""O"": 1}",Claim,That's where we can be.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,2352.0,2353.2,clip_313
314,314,6338,We can start putting more troops in Afghanistan as we also work with our NATO allies who are there strengthening us and we need to grow our military.,81,34_2008,9,9,40787,40937,,"{""Claim"": 14, ""O"": 3, ""Premise"": 12}",Claim,We can start putting more troops in Afghanistan as we also work with our NATO allies who are there strengthening us and we need to grow our military.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,2353.2,2361.6,clip_314
315,315,6339,"We cannot afford to lose against al Qaeda and the Shia extremists who are still there, still fighting us, but we're getting closer and closer to victory.",81,34_2008,10,10,40937,41091,,"{""Claim"": 21, ""O"": 3, ""Premise"": 8}",Claim,"We cannot afford to lose against al Qaeda and the Shia extremists who are still there, still fighting us, but we're getting closer and closer to victory.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Mixed,2361.6,2370.08,clip_315
316,316,6340,And it would be a travesty if we quit now in Iraq.,81,34_2008,11,11,41091,41142,,"{""Claim"": 12, ""O"": 1}",Claim,And it would be a travesty if we quit now in Iraq.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,2370.08,2373.64,clip_316
317,317,6341,"BIDEN: Gwen, with all due respect, I didn't hear a plan.",83,34_2008,0,0,41161,41218,,"{""O"": 10, ""Claim"": 6}",O," Gwen, with all due respect, I didn't hear a plan.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Mixed,2374.92,2377.32,clip_317
318,318,6342,Barack Obama has offered a clear plan.,83,34_2008,1,1,41218,41257,,"{""Claim"": 7, ""O"": 1}",Claim,Barack Obama has offered a clear plan.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,2377.32,2379.44,clip_318
319,319,6343,Shift responsibility to the Iraqis over the next 16 months.,83,34_2008,2,2,41257,41317,,"{""Premise"": 10, ""O"": 1}",Premise,Shift responsibility to the Iraqis over the next 16 months.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,2379.44,2383.92,clip_319
320,320,6344,Draw down our combat troops.,83,34_2008,3,3,41317,41346,,"{""Premise"": 5, ""O"": 1}",Premise,Draw down our combat troops.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,2383.92,2385.44,clip_320
321,321,6345,"Ironically the same plan that Maliki, the prime minister of Iraq and George Bush are now negotiating.",83,34_2008,4,4,41346,41448,,"{""Premise"": 18, ""O"": 1}",Premise,"Ironically the same plan that Maliki, the prime minister of Iraq and George Bush are now negotiating.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,2385.44,2392.0,clip_321
322,322,6346,"The only odd man out here, only one left out is John McCain, number one.",83,34_2008,5,5,41448,41521,,"{""Claim"": 17, ""O"": 1}",Claim,"The only odd man out here, only one left out is John McCain, number one.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,2392.0,2397.36,clip_322
323,323,6347,"Number two, with regard to Barack Obama not -- quote -- ""funding the troops,"" John McCain voted the exact same way.",83,34_2008,6,6,41521,41637,,"{""O"": 4, ""Premise"": 22}",Premise,"Number two, with regard to Barack Obama not -- quote -- ""funding the troops,"" John McCain voted the exact same way.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,NOT_FOUND,NOT_FOUND,NOT_FOUND
324,324,6348,John McCain voted against funding the troops because of an amendment he voted against had a timeline in it to draw down American troops.,83,34_2008,7,7,41637,41774,,"{""Claim"": 24, ""O"": 1}",Claim,John McCain voted against funding the troops because of an amendment he voted against had a timeline in it to draw down American troops.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,2405.12,2414.44,clip_324
325,325,6349,And John said I'm not going to fund the troops if in fact there's a timeline.,83,34_2008,8,8,41774,41852,,"{""O"": 2, ""Premise"": 17}",Premise,And John said I'm not going to fund the troops if in fact there's a timeline.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Premise,2414.44,2418.32,clip_325
326,326,6350,Barack Obama and I agree fully and completely on one thing: You've got to have a time line to draw down the troops and shift responsibility to the Iraqis.We're spending $10 billion a month while the Iraqis have an $80 billion surplus.,83,34_2008,9,9,41852,42087,,"{""Claim"": 30, ""Premise"": 17, ""O"": 1}",Claim,Barack Obama and I agree fully and completely on one thing: You've got to have a time line to draw down the troops and shift responsibility to the Iraqis.We're spending $10 billion a month while the Iraqis have an $80 billion surplus.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Mixed,2418.32,2434.68,clip_326
327,327,6351,"Barack says it's time for them to spend their own money and have the 400,000 military weâ€™ve trained for them begin to take their own responsibility and gradually over six months -- 16 months, withdrawal.",83,34_2008,10,10,42087,42293,,"{""Claim"": 37, ""O"": 1}",Claim,"Barack says it's time for them to spend their own money and have the 400,000 military weâ€™ve trained for them begin to take their own responsibility and gradually over six months -- 16 months, withdrawal.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,2434.68,2446.48,clip_327
328,328,6352,"John McCain -- this is a fundamental difference between us, we will end this war.",83,34_2008,11,11,42293,42375,,"{""O"": 4, ""Claim"": 13}",Claim,"John McCain -- this is a fundamental difference between us, we will end this war.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,2446.48,2451.6,clip_328
329,329,6353,"For John McCain, there's no end in sight to end this war, fundamental difference.",83,34_2008,12,12,42375,42457,,"{""Claim"": 17, ""O"": 1}",Claim,"For John McCain, there's no end in sight to end this war, fundamental difference.",BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,2451.6,2458.12,clip_329
330,330,6354,We will end this war.,83,34_2008,13,13,42457,42479,,"{""Claim"": 5, ""O"": 1}",Claim,We will end this war.,BIDEN,Candidate,TRAIN,02 Oct 2008,2008,Joseph(Joe) R. Biden,Claim,2458.12,2460.24,clip_330
331,331,6355,"PALIN: Your plan is a white flag of surrender in Iraq and that is not what our troops need to hear today, that's for sure.",85,34_2008,0,0,42499,42622,,"{""O"": 3, ""Claim"": 26}",Claim," Your plan is a white flag of surrender in Iraq and that is not what our troops need to hear today, that's for sure.",PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,2464.44,2472.4,clip_331
332,332,6356,And it's not what our nation needs to be able to count on.,85,34_2008,1,1,42622,42681,,"{""Claim"": 14, ""O"": 1}",Claim,And it's not what our nation needs to be able to count on.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,2472.4,2475.56,clip_332
333,333,6357,You guys opposed the surge.,85,34_2008,2,2,42681,42709,,"{""Claim"": 5, ""O"": 1}",Claim,You guys opposed the surge.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,2475.56,2477.16,clip_333
334,334,6358,The surge worked.,85,34_2008,3,3,42709,42727,,"{""Claim"": 3, ""O"": 1}",Claim,The surge worked.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,2477.16,2478.12,clip_334
335,335,6359,Barack Obama still can't admit the surge works.We'll know when we're finished in Iraq when the Iraqi government can govern its people and when the Iraqi security forces can secure its people.,85,34_2008,4,4,42727,42919,,"{""Claim"": 35, ""O"": 1}",Claim,Barack Obama still can't admit the surge works.We'll know when we're finished in Iraq when the Iraqi government can govern its people and when the Iraqi security forces can secure its people.,PALIN,Candidate,TRAIN,02 Oct 2008,2008,Sarah L. Palin,Claim,2478.12,2490.12,clip_335
